BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Size_per_BHK,Bathroom_per_BHK,Total_rooms
1,33000,350,Super Area,Mumbai,Unfurnished,1,350.0,1.0,2
1,25000,490,Super Area,Mumbai,Semi-Furnished,1,490.0,1.0,2
2,35000,550,Carpet Area,Mumbai,Semi-Furnished,2,275.0,1.0,4
2,57000,710,Carpet Area,Mumbai,Semi-Furnished,2,355.0,1.0,4
2,42000,650,Carpet Area,Mumbai,Furnished,2,325.0,1.0,4
2,35000,850,Super Area,Mumbai,Semi-Furnished,2,425.0,1.0,4
1,14000,305,Carpet Area,Mumbai,Unfurnished,1,305.0,1.0,2
2,45000,490,Carpet Area,Mumbai,Furnished,2,245.0,1.0,4
2,36000,690,Carpet Area,Mumbai,Semi-Furnished,2,345.0,1.0,4
2,53500,635,Carpet Area,Mumbai,Unfurnished,2,317.5,1.0,4
1,7500,250,Super Area,Mumbai,Unfurnished,1,250.0,1.0,2
2,45000,700,Carpet Area,Mumbai,Semi-Furnished,2,350.0,1.0,4
1,60000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
1,40000,390,Carpet Area,Mumbai,Unfurnished,1,390.0,1.0,2
2,50000,935,Super Area,Mumbai,Furnished,2,467.5,1.0,4
2,36000,535,Carpet Area,Mumbai,Unfurnished,2,267.5,1.0,4
3,61000,1550,Carpet Area,Mumbai,Semi-Furnished,3,516.6666666666666,1.0,6
3,42000,950,Carpet Area,Mumbai,Unfurnished,3,316.6666666666667,1.0,6
1,27000,400,Carpet Area,Mumbai,Unfurnished,1,400.0,1.0,2
2,60000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
2,55000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
1,18000,330,Super Area,Mumbai,Unfurnished,1,330.0,1.0,2
1,19000,225,Super Area,Mumbai,Unfurnished,1,225.0,1.0,2
1,18500,225,Carpet Area,Mumbai,Semi-Furnished,1,225.0,1.0,2
2,45000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
1,30000,355,Carpet Area,Mumbai,Unfurnished,1,355.0,1.0,2
3,50000,1325,Carpet Area,Mumbai,Furnished,3,441.6666666666667,1.0,6
2,50000,950,Super Area,Mumbai,Furnished,2,475.0,1.0,4
1,42000,600,Super Area,Mumbai,Semi-Furnished,1,600.0,1.0,2
2,19500,905,Carpet Area,Mumbai,Semi-Furnished,2,452.5,1.0,4
1,60000,455,Carpet Area,Mumbai,Unfurnished,1,455.0,1.0,2
2,55000,850,Carpet Area,Mumbai,Semi-Furnished,2,425.0,1.0,4
2,36000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,45000,795,Carpet Area,Mumbai,Unfurnished,2,397.5,1.0,4
1,42000,700,Super Area,Mumbai,Furnished,1,700.0,1.0,2
2,40000,575,Carpet Area,Mumbai,Semi-Furnished,2,287.5,1.0,4
1,11000,200,Super Area,Mumbai,Furnished,1,200.0,1.0,2
2,50000,1200,Super Area,Mumbai,Semi-Furnished,2,600.0,1.0,4
2,48000,719,Carpet Area,Mumbai,Semi-Furnished,2,359.5,1.0,4
3,55000,1100,Carpet Area,Mumbai,Unfurnished,3,366.6666666666667,1.0,6
2,40000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,23000,670,Super Area,Mumbai,Semi-Furnished,2,335.0,1.0,4
2,35000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,33003,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
2,65000,935,Super Area,Mumbai,Semi-Furnished,2,467.5,1.0,4
2,45000,980,Carpet Area,Mumbai,Semi-Furnished,2,490.0,1.0,4
2,56000,720,Carpet Area,Mumbai,Semi-Furnished,2,360.0,1.0,4
2,55000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
2,28000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
1,50000,413,Carpet Area,Mumbai,Furnished,1,413.0,1.0,2
2,8000,890,Carpet Area,Mumbai,Unfurnished,2,445.0,1.0,4
2,39000,630,Carpet Area,Mumbai,Unfurnished,2,315.0,1.0,4
1,30000,550,Super Area,Mumbai,Semi-Furnished,1,550.0,1.0,2
1,18500,430,Carpet Area,Mumbai,Unfurnished,1,430.0,1.0,2
1,18000,320,Carpet Area,Mumbai,Furnished,1,320.0,1.0,2
2,45000,710,Carpet Area,Mumbai,Unfurnished,2,355.0,1.0,4
1,40000,500,Super Area,Mumbai,Semi-Furnished,1,500.0,1.0,2
1,15000,225,Carpet Area,Mumbai,Unfurnished,1,225.0,1.0,2
2,40000,650,Carpet Area,Mumbai,Furnished,2,325.0,1.0,4
2,48000,670,Carpet Area,Mumbai,Semi-Furnished,2,335.0,1.0,4
1,25000,340,Carpet Area,Mumbai,Unfurnished,1,340.0,1.0,2
2,34000,471,Carpet Area,Mumbai,Semi-Furnished,2,235.5,1.0,4
1,32000,400,Carpet Area,Mumbai,Furnished,1,400.0,1.0,2
2,17000,1000,Super Area,Mumbai,Unfurnished,2,500.0,1.0,4
2,35000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
1,8500,500,Carpet Area,Mumbai,Unfurnished,1,500.0,1.0,2
1,55000,550,Carpet Area,Mumbai,Semi-Furnished,1,550.0,1.0,2
3,40000,1030,Carpet Area,Mumbai,Furnished,3,343.3333333333333,1.0,6
1,15500,250,Carpet Area,Mumbai,Unfurnished,1,250.0,1.0,2
2,51000,985,Carpet Area,Mumbai,Unfurnished,2,492.5,1.0,4
3,60000,1050,Carpet Area,Mumbai,Unfurnished,3,350.0,1.0,6
2,36000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
2,8000,550,Carpet Area,Mumbai,Unfurnished,2,275.0,1.0,4
1,4500,475,Super Area,Mumbai,Unfurnished,1,475.0,1.0,2
2,34000,583,Carpet Area,Mumbai,Unfurnished,2,291.5,1.0,4
2,32000,475,Carpet Area,Mumbai,Unfurnished,2,237.5,1.0,4
2,50000,900,Carpet Area,Mumbai,Furnished,2,450.0,1.0,4
1,24000,500,Carpet Area,Mumbai,Semi-Furnished,1,500.0,1.0,2
1,10000,390,Carpet Area,Mumbai,Unfurnished,1,390.0,1.0,2
3,62000,1100,Carpet Area,Mumbai,Semi-Furnished,3,366.6666666666667,1.0,6
2,62000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
1,30000,600,Carpet Area,Mumbai,Furnished,1,600.0,1.0,2
2,65000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
1,10000,225,Super Area,Mumbai,Unfurnished,1,225.0,1.0,2
3,32000,1200,Super Area,Mumbai,Semi-Furnished,3,400.0,1.0,6
2,36000,620,Carpet Area,Mumbai,Semi-Furnished,2,310.0,1.0,4
1,22000,280,Carpet Area,Mumbai,Unfurnished,1,280.0,1.0,2
1,5500,385,Carpet Area,Mumbai,Unfurnished,1,385.0,1.0,2
2,40000,710,Carpet Area,Mumbai,Unfurnished,2,355.0,1.0,4
1,28000,525,Super Area,Mumbai,Unfurnished,1,525.0,1.0,2
1,11000,390,Carpet Area,Mumbai,Semi-Furnished,1,390.0,1.0,2
2,40000,755,Carpet Area,Mumbai,Semi-Furnished,2,377.5,1.0,4
2,45000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
2,36000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
1,59000,470,Carpet Area,Mumbai,Semi-Furnished,1,470.0,1.0,2
2,40000,625,Super Area,Mumbai,Semi-Furnished,2,312.5,1.0,4
2,40000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
1,24000,370,Carpet Area,Mumbai,Semi-Furnished,1,370.0,1.0,2
2,65000,950,Carpet Area,Mumbai,Semi-Furnished,2,475.0,1.0,4
2,33000,825,Super Area,Mumbai,Unfurnished,2,412.5,1.0,4
2,27000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,52000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
2,48000,742,Carpet Area,Mumbai,Unfurnished,2,371.0,1.0,4
2,32000,550,Carpet Area,Mumbai,Semi-Furnished,2,275.0,1.0,4
2,42000,745,Carpet Area,Mumbai,Semi-Furnished,2,372.5,1.0,4
2,60000,800,Carpet Area,Mumbai,Furnished,2,400.0,1.0,4
3,51500,1265,Carpet Area,Mumbai,Unfurnished,3,421.6666666666667,1.0,6
1,25000,325,Carpet Area,Mumbai,Furnished,1,325.0,1.0,2
2,65000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
1,23000,500,Super Area,Mumbai,Unfurnished,1,500.0,1.0,2
2,40000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
3,45000,950,Carpet Area,Mumbai,Unfurnished,3,316.6666666666667,1.0,6
1,23500,400,Carpet Area,Mumbai,Unfurnished,1,400.0,1.0,2
1,22000,430,Carpet Area,Mumbai,Unfurnished,1,430.0,1.0,2
2,41000,780,Carpet Area,Mumbai,Unfurnished,2,390.0,1.0,4
2,53000,750,Carpet Area,Mumbai,Furnished,2,375.0,1.0,4
2,65000,850,Carpet Area,Mumbai,Furnished,2,425.0,1.0,4
1,48000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
2,39000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
1,25000,596,Super Area,Mumbai,Semi-Furnished,1,596.0,1.0,2
2,45000,680,Carpet Area,Mumbai,Unfurnished,2,340.0,1.0,4
1,35000,510,Carpet Area,Mumbai,Semi-Furnished,1,510.0,1.0,2
1,60000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
1,15000,375,Super Area,Mumbai,Unfurnished,1,375.0,1.0,2
1,39000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
2,42000,620,Carpet Area,Mumbai,Semi-Furnished,2,310.0,1.0,4
1,35000,490,Carpet Area,Mumbai,Furnished,1,490.0,1.0,2
2,44000,710,Carpet Area,Mumbai,Semi-Furnished,2,355.0,1.0,4
2,60000,720,Carpet Area,Mumbai,Unfurnished,2,360.0,1.0,4
2,45000,770,Carpet Area,Mumbai,Semi-Furnished,2,385.0,1.0,4
1,65000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
1,20000,350,Super Area,Mumbai,Unfurnished,1,350.0,1.0,2
2,45000,660,Carpet Area,Mumbai,Semi-Furnished,2,330.0,1.0,4
1,9400,600,Super Area,Mumbai,Semi-Furnished,1,600.0,1.0,2
2,65000,750,Carpet Area,Mumbai,Furnished,2,375.0,1.0,4
1,20000,280,Carpet Area,Mumbai,Semi-Furnished,1,280.0,1.0,2
2,55000,750,Carpet Area,Mumbai,Furnished,2,375.0,1.0,4
1,30000,500,Super Area,Mumbai,Furnished,1,500.0,1.0,2
1,14000,270,Carpet Area,Mumbai,Unfurnished,1,270.0,1.0,2
2,46000,710,Carpet Area,Mumbai,Unfurnished,2,355.0,1.0,4
2,40000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,30000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
1,14000,421,Carpet Area,Mumbai,Unfurnished,1,421.0,1.0,2
1,35000,350,Super Area,Mumbai,Unfurnished,1,350.0,1.0,2
2,57000,800,Carpet Area,Mumbai,Semi-Furnished,2,400.0,1.0,4
2,45000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,50000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,35000,680,Carpet Area,Mumbai,Unfurnished,2,340.0,1.0,4
1,52000,475,Carpet Area,Mumbai,Unfurnished,1,475.0,1.0,2
2,28000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
1,18000,450,Super Area,Mumbai,Unfurnished,1,450.0,1.0,2
1,30000,400,Super Area,Mumbai,Unfurnished,1,400.0,1.0,2
3,45000,985,Carpet Area,Mumbai,Unfurnished,3,328.3333333333333,1.0,6
2,58000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
1,24000,650,Super Area,Mumbai,Semi-Furnished,1,650.0,1.0,2
1,54500,515,Carpet Area,Mumbai,Unfurnished,1,515.0,1.0,2
3,67000,1050,Carpet Area,Mumbai,Semi-Furnished,3,350.0,1.0,6
2,45000,831,Carpet Area,Mumbai,Unfurnished,2,415.5,1.0,4
1,16000,250,Carpet Area,Mumbai,Unfurnished,1,250.0,1.0,2
2,40000,753,Carpet Area,Mumbai,Unfurnished,2,376.5,1.0,4
2,44000,880,Carpet Area,Mumbai,Unfurnished,2,440.0,1.0,4
2,65000,935,Super Area,Mumbai,Semi-Furnished,2,467.5,1.0,4
2,50000,751,Carpet Area,Mumbai,Semi-Furnished,2,375.5,1.0,4
1,6000,200,Super Area,Mumbai,Unfurnished,1,200.0,1.0,2
1,46000,500,Carpet Area,Mumbai,Furnished,1,500.0,1.0,2
1,35000,430,Carpet Area,Mumbai,Furnished,1,430.0,1.0,2
1,20000,330,Carpet Area,Mumbai,Semi-Furnished,1,330.0,1.0,2
1,25000,400,Carpet Area,Mumbai,Unfurnished,1,400.0,1.0,2
2,29500,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
1,17000,330,Carpet Area,Mumbai,Semi-Furnished,1,330.0,1.0,2
2,37000,685,Carpet Area,Mumbai,Semi-Furnished,2,342.5,1.0,4
1,24000,550,Carpet Area,Mumbai,Unfurnished,1,550.0,1.0,2
2,18500,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
3,55000,850,Carpet Area,Mumbai,Unfurnished,3,283.3333333333333,1.0,6
1,24000,550,Carpet Area,Mumbai,Unfurnished,1,550.0,1.0,2
2,55000,750,Carpet Area,Mumbai,Furnished,2,375.0,1.0,4
2,50000,800,Carpet Area,Mumbai,Semi-Furnished,2,400.0,1.0,4
2,40000,700,Super Area,Mumbai,Semi-Furnished,2,350.0,1.0,4
1,14000,305,Carpet Area,Mumbai,Unfurnished,1,305.0,1.0,2
2,50000,850,Carpet Area,Mumbai,Unfurnished,2,425.0,1.0,4
2,43000,724,Carpet Area,Mumbai,Unfurnished,2,362.0,1.0,4
2,55000,650,Carpet Area,Mumbai,Furnished,2,325.0,1.0,4
2,35000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,33000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
2,47000,785,Carpet Area,Mumbai,Furnished,2,392.5,1.0,4
1,40000,475,Carpet Area,Mumbai,Unfurnished,1,475.0,1.0,2
2,32000,640,Carpet Area,Mumbai,Unfurnished,2,320.0,1.0,4
1,17000,320,Carpet Area,Mumbai,Unfurnished,1,320.0,1.0,2
2,35000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,47000,720,Carpet Area,Mumbai,Unfurnished,2,360.0,1.0,4
2,50000,750,Super Area,Mumbai,Unfurnished,2,375.0,1.0,4
1,32000,430,Carpet Area,Mumbai,Unfurnished,1,430.0,1.0,2
2,8000,623,Carpet Area,Mumbai,Unfurnished,2,311.5,1.0,4
3,65000,1100,Carpet Area,Mumbai,Unfurnished,3,366.6666666666667,1.0,6
2,45000,650,Carpet Area,Mumbai,Furnished,2,325.0,1.0,4
2,38000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
2,40000,625,Carpet Area,Mumbai,Semi-Furnished,2,312.5,1.0,4
2,40000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
2,45000,750,Super Area,Mumbai,Furnished,2,375.0,1.0,4
2,52000,550,Carpet Area,Mumbai,Furnished,2,275.0,1.0,4
3,65000,1000,Carpet Area,Mumbai,Semi-Furnished,3,333.3333333333333,1.0,6
2,50000,770,Carpet Area,Mumbai,Unfurnished,2,385.0,1.0,4
2,54000,800,Carpet Area,Mumbai,Unfurnished,2,400.0,1.0,4
2,65000,800,Carpet Area,Mumbai,Unfurnished,2,400.0,1.0,4
2,35000,615,Carpet Area,Mumbai,Unfurnished,2,307.5,1.0,4
2,43000,663,Carpet Area,Mumbai,Unfurnished,2,331.5,1.0,4
1,20000,400,Carpet Area,Mumbai,Semi-Furnished,1,400.0,1.0,2
2,57000,625,Carpet Area,Mumbai,Furnished,2,312.5,1.0,4
1,25000,425,Carpet Area,Mumbai,Unfurnished,1,425.0,1.0,2
2,56000,649,Carpet Area,Mumbai,Semi-Furnished,2,324.5,1.0,4
2,55000,905,Carpet Area,Mumbai,Unfurnished,2,452.5,1.0,4
2,18000,882,Super Area,Mumbai,Unfurnished,2,441.0,1.0,4
1,45000,225,Carpet Area,Mumbai,Unfurnished,1,225.0,1.0,2
2,39000,720,Carpet Area,Mumbai,Unfurnished,2,360.0,1.0,4
1,12500,555,Super Area,Mumbai,Unfurnished,1,555.0,1.0,2
1,35000,415,Super Area,Mumbai,Unfurnished,1,415.0,1.0,2
2,55000,649,Carpet Area,Mumbai,Semi-Furnished,2,324.5,1.0,4
2,25000,1065,Super Area,Mumbai,Furnished,2,532.5,1.0,4
1,55000,500,Carpet Area,Mumbai,Unfurnished,1,500.0,1.0,2
1,35000,450,Super Area,Mumbai,Unfurnished,1,450.0,1.0,2
2,32000,610,Carpet Area,Mumbai,Unfurnished,2,305.0,1.0,4
2,52000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
2,55000,850,Carpet Area,Mumbai,Furnished,2,425.0,1.0,4
1,30000,350,Carpet Area,Mumbai,Unfurnished,1,350.0,1.0,2
1,20000,300,Carpet Area,Mumbai,Semi-Furnished,1,300.0,1.0,2
3,43000,850,Carpet Area,Mumbai,Unfurnished,3,283.3333333333333,1.0,6
2,46000,669,Carpet Area,Mumbai,Unfurnished,2,334.5,1.0,4
1,6500,325,Carpet Area,Mumbai,Unfurnished,1,325.0,1.0,2
1,21000,600,Super Area,Mumbai,Furnished,1,600.0,1.0,2
2,46000,725,Carpet Area,Mumbai,Unfurnished,2,362.5,1.0,4
2,60000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
3,65000,1050,Carpet Area,Mumbai,Semi-Furnished,3,350.0,1.0,6
2,15000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
2,62000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
1,13000,385,Carpet Area,Mumbai,Unfurnished,1,385.0,1.0,2
1,13000,410,Carpet Area,Mumbai,Unfurnished,1,410.0,1.0,2
3,45000,850,Carpet Area,Mumbai,Unfurnished,3,283.3333333333333,1.0,6
2,63000,888,Carpet Area,Mumbai,Furnished,2,444.0,1.0,4
1,30000,360,Carpet Area,Mumbai,Unfurnished,1,360.0,1.0,2
2,38000,661,Carpet Area,Mumbai,Semi-Furnished,2,330.5,1.0,4
2,41000,600,Carpet Area,Mumbai,Furnished,2,300.0,1.0,4
1,53000,379,Carpet Area,Mumbai,Semi-Furnished,1,379.0,1.0,2
2,65000,550,Super Area,Mumbai,Semi-Furnished,2,275.0,1.0,4
3,65000,1050,Carpet Area,Mumbai,Unfurnished,3,350.0,1.0,6
1,40000,450,Carpet Area,Mumbai,Semi-Furnished,1,450.0,1.0,2
1,23000,440,Carpet Area,Mumbai,Semi-Furnished,1,440.0,1.0,2
3,55000,932,Super Area,Mumbai,Unfurnished,3,310.6666666666667,1.0,6
2,13000,582,Carpet Area,Mumbai,Furnished,2,291.0,1.0,4
1,21000,428,Carpet Area,Mumbai,Unfurnished,1,428.0,1.0,2
2,60000,888,Carpet Area,Mumbai,Semi-Furnished,2,444.0,1.0,4
1,19000,490,Super Area,Mumbai,Unfurnished,1,490.0,1.0,2
2,30000,710,Carpet Area,Mumbai,Unfurnished,2,355.0,1.0,4
2,65000,950,Carpet Area,Mumbai,Furnished,2,475.0,1.0,4
2,22000,550,Carpet Area,Mumbai,Furnished,2,275.0,1.0,4
1,17000,375,Carpet Area,Mumbai,Unfurnished,1,375.0,1.0,2
2,55000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
2,66000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
2,32000,750,Super Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
2,45000,730,Carpet Area,Mumbai,Unfurnished,2,365.0,1.0,4
2,50000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
1,18500,229,Super Area,Mumbai,Semi-Furnished,1,229.0,1.0,2
2,51000,910,Carpet Area,Mumbai,Unfurnished,2,455.0,1.0,4
1,15000,450,Super Area,Mumbai,Unfurnished,1,450.0,1.0,2
2,50000,820,Carpet Area,Mumbai,Semi-Furnished,2,410.0,1.0,4
2,60000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
1,23000,410,Carpet Area,Mumbai,Unfurnished,1,410.0,1.0,2
2,40000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
2,55000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
1,12000,520,Super Area,Mumbai,Semi-Furnished,1,520.0,1.0,2
2,45000,850,Carpet Area,Mumbai,Unfurnished,2,425.0,1.0,4
2,43000,771,Carpet Area,Mumbai,Unfurnished,2,385.5,1.0,4
1,22000,400,Carpet Area,Mumbai,Unfurnished,1,400.0,1.0,2
2,20000,600,Carpet Area,Mumbai,Furnished,2,300.0,1.0,4
1,50000,410,Carpet Area,Mumbai,Semi-Furnished,1,410.0,1.0,2
1,16000,160,Carpet Area,Mumbai,Unfurnished,1,160.0,1.0,2
2,55000,750,Carpet Area,Mumbai,Unfurnished,2,375.0,1.0,4
1,25000,350,Carpet Area,Mumbai,Furnished,1,350.0,1.0,2
2,49500,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
1,21000,225,Carpet Area,Mumbai,Unfurnished,1,225.0,1.0,2
1,21000,385,Super Area,Mumbai,Unfurnished,1,385.0,1.0,2
2,46700,800,Carpet Area,Mumbai,Unfurnished,2,400.0,1.0,4
1,18000,300,Super Area,Mumbai,Unfurnished,1,300.0,1.0,2
2,38000,700,Carpet Area,Mumbai,Unfurnished,2,350.0,1.0,4
1,20000,465,Super Area,Mumbai,Semi-Furnished,1,465.0,1.0,2
1,21000,450,Super Area,Mumbai,Unfurnished,1,450.0,1.0,2
2,34000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
2,55000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,52000,550,Carpet Area,Mumbai,Furnished,2,275.0,1.0,4
2,45000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
1,22000,575,Super Area,Mumbai,Unfurnished,1,575.0,1.0,2
1,32000,475,Super Area,Mumbai,Furnished,1,475.0,1.0,2
2,34000,830,Carpet Area,Mumbai,Semi-Furnished,2,415.0,1.0,4
1,20000,310,Carpet Area,Mumbai,Unfurnished,1,310.0,1.0,2
1,55000,505,Carpet Area,Mumbai,Semi-Furnished,1,505.0,1.0,2
1,15000,275,Super Area,Mumbai,Unfurnished,1,275.0,1.0,2
2,22000,640,Carpet Area,Mumbai,Semi-Furnished,2,320.0,1.0,4
3,60000,1500,Carpet Area,Mumbai,Semi-Furnished,3,500.0,1.0,6
2,49000,850,Carpet Area,Mumbai,Semi-Furnished,2,425.0,1.0,4
2,34000,900,Carpet Area,Mumbai,Semi-Furnished,2,450.0,1.0,4
2,32000,680,Carpet Area,Mumbai,Unfurnished,2,340.0,1.0,4
2,24000,600,Carpet Area,Mumbai,Semi-Furnished,2,300.0,1.0,4
2,45000,771,Carpet Area,Mumbai,Unfurnished,2,385.5,1.0,4
2,37000,800,Super Area,Mumbai,Semi-Furnished,2,400.0,1.0,4
1,26000,650,Super Area,Mumbai,Semi-Furnished,1,650.0,1.0,2
2,27000,600,Carpet Area,Mumbai,Unfurnished,2,300.0,1.0,4
1,26000,649,Super Area,Mumbai,Unfurnished,1,649.0,1.0,2
2,60000,950,Carpet Area,Mumbai,Furnished,2,475.0,1.0,4
1,12000,225,Carpet Area,Mumbai,Unfurnished,1,225.0,1.0,2
1,30000,330,Carpet Area,Mumbai,Furnished,1,330.0,1.0,2
2,20000,630,Carpet Area,Mumbai,Unfurnished,2,315.0,1.0,4
2,22000,670,Carpet Area,Mumbai,Furnished,2,335.0,1.0,4
1,32000,450,Super Area,Mumbai,Furnished,1,450.0,1.0,2
1,20000,265,Super Area,Mumbai,Unfurnished,1,265.0,1.0,2
2,50000,600,Carpet Area,Mumbai,Semi-Furnished,2,300.0,1.0,4
2,29000,670,Carpet Area,Mumbai,Unfurnished,2,335.0,1.0,4
2,45000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,55000,955,Carpet Area,Mumbai,Unfurnished,2,477.5,1.0,4
1,18500,300,Carpet Area,Mumbai,Unfurnished,1,300.0,1.0,2
2,50000,900,Carpet Area,Mumbai,Semi-Furnished,2,450.0,1.0,4
2,45000,785,Carpet Area,Mumbai,Unfurnished,2,392.5,1.0,4
1,25000,400,Carpet Area,Mumbai,Unfurnished,1,400.0,1.0,2
1,20000,625,Super Area,Mumbai,Semi-Furnished,1,625.0,1.0,2
2,30000,720,Carpet Area,Mumbai,Semi-Furnished,2,360.0,1.0,4
2,32000,700,Carpet Area,Mumbai,Furnished,2,350.0,1.0,4
2,35000,650,Carpet Area,Mumbai,Semi-Furnished,2,325.0,1.0,4
2,47000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,31000,700,Super Area,Mumbai,Semi-Furnished,2,350.0,1.0,4
1,60000,430,Carpet Area,Mumbai,Furnished,1,430.0,1.0,2
2,58000,650,Carpet Area,Mumbai,Unfurnished,2,325.0,1.0,4
2,45000,965,Super Area,Mumbai,Unfurnished,2,482.5,1.0,4
3,66000,1100,Carpet Area,Mumbai,Semi-Furnished,3,366.6666666666667,1.0,6
1,45000,450,Carpet Area,Mumbai,Semi-Furnished,1,450.0,1.0,2
1,22000,500,Super Area,Mumbai,Unfurnished,1,500.0,1.0,2
3,65000,1100,Carpet Area,Mumbai,Semi-Furnished,3,366.6666666666667,1.0,6
3,55000,868,Carpet Area,Mumbai,Unfurnished,3,289.3333333333333,1.0,6
2,55000,750,Carpet Area,Mumbai,Semi-Furnished,2,375.0,1.0,4
1,45000,500,Carpet Area,Mumbai,Unfurnished,1,500.0,1.0,2
1,14000,305,Carpet Area,Mumbai,Unfurnished,1,305.0,1.0,2
1,7000,480,Carpet Area,Mumbai,Unfurnished,1,480.0,1.0,2
2,55000,720,Carpet Area,Mumbai,Semi-Furnished,2,360.0,1.0,4
2,55000,950,Carpet Area,Mumbai,Semi-Furnished,2,475.0,1.0,4
2,42000,774,Carpet Area,Mumbai,Semi-Furnished,2,387.0,1.0,4
1,27000,450,Super Area,Mumbai,Unfurnished,1,450.0,1.0,2
3,60000,1000,Carpet Area,Mumbai,Semi-Furnished,3,333.3333333333333,1.0,6
1,17000,340,Super Area,Mumbai,Semi-Furnished,1,340.0,1.0,2
2,45000,722,Carpet Area,Mumbai,Unfurnished,2,361.0,1.0,4
1,25000,641,Super Area,Mumbai,Unfurnished,1,641.0,1.0,2
2,20000,700,Super Area,Mumbai,Unfurnished,2,350.0,1.0,4
1,35000,420,Super Area,Mumbai,Semi-Furnished,1,420.0,1.0,2
2,54500,758,Carpet Area,Mumbai,Semi-Furnished,2,379.0,1.0,4
1,22000,400,Super Area,Mumbai,Unfurnished,1,400.0,1.0,2
1,50000,400,Carpet Area,Mumbai,Semi-Furnished,1,400.0,1.0,2
2,40000,800,Super Area,Mumbai,Semi-Furnished,2,400.0,1.0,4
2,32000,590,Carpet Area,Mumbai,Unfurnished,2,295.0,1.0,4
2,45000,670,Carpet Area,Mumbai,Unfurnished,2,335.0,1.0,4
2,65000,960,Carpet Area,Mumbai,Semi-Furnished,2,480.0,1.0,4
